geoid,Geographic Area Name,Total Population,White Population,Black Population,Hispanic Population,racial_population_list
1500000US170318272003,"Block Group 3, Census Tract 8272",900,24,813,63,"[900, 24, 813, 63]"
1500000US170318272004,"Block Group 4, Census Tract 8272",836,85,119,632,"[836, 85, 119, 632]"
1500000US170318273001,"Block Group 1, Census Tract 8273",368,13,272,83,"[368, 13, 272, 83]"
1500000US170318273002,"Block Group 2, Census Tract 8273",1208,42,998,168,"[1208, 42, 998, 168]"
1500000US170318273003,"Block Group 3, Census Tract 8273",1253,35,1084,134,"[1253, 35, 1084, 134]"
1500000US170318274001,"Block Group 1, Census Tract 8274",773,21,716,36,"[773, 21, 716, 36]"
1500000US170318274002,"Block Group 2, Census Tract 8274",1302,62,1195,45,"[1302, 62, 1195, 45]"
1500000US170318274003,"Block Group 3, Census Tract 8274",812,2,795,15,"[812, 2, 795, 15]"
1500000US170318274004,"Block Group 4, Census Tract 8274",1396,40,1284,72,"[1396, 40, 1284, 72]"
1500000US170318275001,"Block Group 1, Census Tract 8275",1388,142,810,436,"[1388, 142, 810, 436]"
1500000US170318275002,"Block Group 2, Census Tract 8275",2602,221,894,1487,"[2602, 221, 894, 1487]"
1500000US170318275003,"Block Group 3, Census Tract 8275",1373,23,1229,121,"[1373, 23, 1229, 121]"
1500000US170318276001,"Block Group 1, Census Tract 8276",913,3,890,20,"[913, 3, 890, 20]"
1500000US170318276002,"Block Group 2, Census Tract 8276",1790,32,1707,51,"[1790, 32, 1707, 51]"
1500000US170318276003,"Block Group 3, Census Tract 8276",740,8,726,6,"[740, 8, 726, 6]"
1500000US170318277001,"Block Group 1, Census Tract 8277",1761,236,1353,172,"[1761, 236, 1353, 172]"
1500000US170318277002,"Block Group 2, Census Tract 8277",1088,177,866,45,"[1088, 177, 866, 45]"
1500000US170318278011,"Block Group 1, Census Tract 8278.01",863,428,360,75,"[863, 428, 360, 75]"
1500000US170318278012,"Block Group 2, Census Tract 8278.01",677,113,528,36,"[677, 113, 528, 36]"
1500000US170318278013,"Block Group 3, Census Tract 8278.01",1397,418,873,106,"[1397, 418, 873, 106]"
1500000US170318278014,"Block Group 4, Census Tract 8278.01",2012,648,1212,152,"[2012, 648, 1212, 152]"
1500000US170318278021,"Block Group 1, Census Tract 8278.02",1586,201,1295,90,"[1586, 201, 1295, 90]"
1500000US170318278022,"Block Group 2, Census Tract 8278.02",1757,268,1388,101,"[1757, 268, 1388, 101]"
1500000US170318278041,"Block Group 1, Census Tract 8278.04",1317,222,1047,48,"[1317, 222, 1047, 48]"
1500000US170318278042,"Block Group 2, Census Tract 8278.04",839,151,659,29,"[839, 151, 659, 29]"
1500000US170318278043,"Block Group 3, Census Tract 8278.04",1102,203,836,63,"[1102, 203, 836, 63]"
1500000US170318278051,"Block Group 1, Census Tract 8278.05",1006,171,749,86,"[1006, 171, 749, 86]"
1500000US170318278052,"Block Group 2, Census Tract 8278.05",1142,225,887,30,"[1142, 225, 887, 30]"
1500000US170318278053,"Block Group 3, Census Tract 8278.05",699,165,510,24,"[699, 165, 510, 24]"
1500000US170318279011,"Block Group 1, Census Tract 8279.01",841,69,750,22,"[841, 69, 750, 22]"
1500000US170318279012,"Block Group 2, Census Tract 8279.01",1725,229,1456,40,"[1725, 229, 1456, 40]"
1500000US170318279021,"Block Group 1, Census Tract 8279.02",577,254,214,109,"[577, 254, 214, 109]"
1500000US170318279022,"Block Group 2, Census Tract 8279.02",1338,265,936,137,"[1338, 265, 936, 137]"
1500000US170318279023,"Block Group 3, Census Tract 8279.02",583,279,163,141,"[583, 279, 163, 141]"
1500000US170318279024,"Block Group 4, Census Tract 8279.02",1053,342,585,126,"[1053, 342, 585, 126]"
1500000US170318279025,"Block Group 5, Census Tract 8279.02",895,413,270,212,"[895, 413, 270, 212]"
1500000US170318280001,"Block Group 1, Census Tract 8280",1159,720,221,218,"[1159, 720, 221, 218]"
1500000US170318280002,"Block Group 2, Census Tract 8280",1018,595,226,197,"[1018, 595, 226, 197]"
1500000US170318280003,"Block Group 3, Census Tract 8280",1519,569,767,183,"[1519, 569, 767, 183]"
1500000US170318280004,"Block Group 4, Census Tract 8280",1414,969,206,239,"[1414, 969, 206, 239]"
1500000US170318281001,"Block Group 1, Census Tract 8281",866,586,161,119,"[866, 586, 161, 119]"
1500000US170318281002,"Block Group 2, Census Tract 8281",1375,1093,165,117,"[1375, 1093, 165, 117]"
1500000US170318281003,"Block Group 3, Census Tract 8281",892,657,119,116,"[892, 657, 119, 116]"
1500000US170318281004,"Block Group 4, Census Tract 8281",935,737,85,113,"[935, 737, 85, 113]"
1500000US170318281005,"Block Group 5, Census Tract 8281",723,458,158,107,"[723, 458, 158, 107]"
1500000US170318282011,"Block Group 1, Census Tract 8282.01",2297,858,1217,222,"[2297, 858, 1217, 222]"
1500000US170318282012,"Block Group 2, Census Tract 8282.01",858,526,202,130,"[858, 526, 202, 130]"
1500000US170318282013,"Block Group 3, Census Tract 8282.01",1085,695,164,226,"[1085, 695, 164, 226]"
1500000US170318282021,"Block Group 1, Census Tract 8282.02",1190,650,377,163,"[1190, 650, 377, 163]"
1500000US170318282022,"Block Group 2, Census Tract 8282.02",1161,537,458,166,"[1161, 537, 458, 166]"
1500000US170318282023,"Block Group 3, Census Tract 8282.02",1227,569,548,110,"[1227, 569, 548, 110]"
1500000US170318282024,"Block Group 4, Census Tract 8282.02",952,547,296,109,"[952, 547, 296, 109]"
1500000US170318283001,"Block Group 1, Census Tract 8283",1774,1416,175,183,"[1774, 1416, 175, 183]"
1500000US170318283002,"Block Group 2, Census Tract 8283",1455,738,669,48,"[1455, 738, 669, 48]"
1500000US170318284011,"Block Group 1, Census Tract 8284.01",822,415,329,78,"[822, 415, 329, 78]"
1500000US170318284012,"Block Group 2, Census Tract 8284.01",1015,816,132,67,"[1015, 816, 132, 67]"
1500000US170318284013,"Block Group 3, Census Tract 8284.01",732,583,104,45,"[732, 583, 104, 45]"
1500000US170318284014,"Block Group 4, Census Tract 8284.01",1014,822,138,54,"[1014, 822, 138, 54]"
1500000US170318284021,"Block Group 1, Census Tract 8284.02",1200,404,617,179,"[1200, 404, 617, 179]"
1500000US170318284022,"Block Group 2, Census Tract 8284.02",1563,1089,395,79,"[1563, 1089, 395, 79]"
1500000US170318284023,"Block Group 3, Census Tract 8284.02",1021,418,561,42,"[1021, 418, 561, 42]"
1500000US170318285031,"Block Group 1, Census Tract 8285.03",1228,486,590,152,"[1228, 486, 590, 152]"
1500000US170318285032,"Block Group 2, Census Tract 8285.03",1544,229,1150,165,"[1544, 229, 1150, 165]"
1500000US170318285033,"Block Group 3, Census Tract 8285.03",819,283,432,104,"[819, 283, 432, 104]"
1500000US170318285034,"Block Group 4, Census Tract 8285.03",996,214,644,138,"[996, 214, 644, 138]"
1500000US170318285041,"Block Group 1, Census Tract 8285.04",2391,569,1634,188,"[2391, 569, 1634, 188]"
1500000US170318285042,"Block Group 2, Census Tract 8285.04",1290,425,710,155,"[1290, 425, 710, 155]"
1500000US170318285043,"Block Group 3, Census Tract 8285.04",845,276,466,103,"[845, 276, 466, 103]"
1500000US170318285044,"Block Group 4, Census Tract 8285.04",1391,419,764,208,"[1391, 419, 764, 208]"
1500000US170318285051,"Block Group 1, Census Tract 8285.05",1023,545,324,154,"[1023, 545, 324, 154]"
1500000US170318285052,"Block Group 2, Census Tract 8285.05",904,491,234,179,"[904, 491, 234, 179]"
1500000US170318285053,"Block Group 3, Census Tract 8285.05",795,441,190,164,"[795, 441, 190, 164]"
1500000US170318285054,"Block Group 4, Census Tract 8285.05",1180,695,220,265,"[1180, 695, 220, 265]"
1500000US170318285055,"Block Group 5, Census Tract 8285.05",2446,1031,1173,242,"[2446, 1031, 1173, 242]"
1500000US170318285061,"Block Group 1, Census Tract 8285.06",2889,554,2176,159,"[2889, 554, 2176, 159]"
1500000US170318285062,"Block Group 2, Census Tract 8285.06",1175,190,940,45,"[1175, 190, 940, 45]"
1500000US170318285063,"Block Group 3, Census Tract 8285.06",1641,162,1404,75,"[1641, 162, 1404, 75]"
1500000US170318285064,"Block Group 4, Census Tract 8285.06",745,480,122,143,"[745, 480, 122, 143]"
1500000US170318285065,"Block Group 5, Census Tract 8285.06",832,485,216,131,"[832, 485, 216, 131]"
1500000US170318285066,"Block Group 6, Census Tract 8285.06",1159,815,216,128,"[1159, 815, 216, 128]"
1500000US170318286011,"Block Group 1, Census Tract 8286.01",993,719,217,57,"[993, 719, 217, 57]"
1500000US170318286012,"Block Group 2, Census Tract 8286.01",1034,826,118,90,"[1034, 826, 118, 90]"
1500000US170318286013,"Block Group 3, Census Tract 8286.01",772,626,76,70,"[772, 626, 76, 70]"
1500000US170318286014,"Block Group 4, Census Tract 8286.01",1305,1002,201,102,"[1305, 1002, 201, 102]"
1500000US170318286021,"Block Group 1, Census Tract 8286.02",1885,1067,677,141,"[1885, 1067, 677, 141]"
1500000US170318286022,"Block Group 2, Census Tract 8286.02",2569,1066,1371,132,"[2569, 1066, 1371, 132]"
1500000US170318287011,"Block Group 1, Census Tract 8287.01",892,251,596,45,"[892, 251, 596, 45]"
1500000US170318287012,"Block Group 2, Census Tract 8287.01",1131,348,695,88,"[1131, 348, 695, 88]"
1500000US170318287013,"Block Group 3, Census Tract 8287.01",1029,450,470,109,"[1029, 450, 470, 109]"
1500000US170318287014,"Block Group 4, Census Tract 8287.01",972,232,651,89,"[972, 232, 651, 89]"
1500000US170318287021,"Block Group 1, Census Tract 8287.02",1498,198,1264,36,"[1498, 198, 1264, 36]"
1500000US170318287022,"Block Group 2, Census Tract 8287.02",1740,419,1148,173,"[1740, 419, 1148, 173]"
1500000US170318287023,"Block Group 3, Census Tract 8287.02",1631,349,1092,190,"[1631, 349, 1092, 190]"
1500000US170318288011,"Block Group 1, Census Tract 8288.01",884,676,152,56,"[884, 676, 152, 56]"
1500000US170318288012,"Block Group 2, Census Tract 8288.01",782,456,283,43,"[782, 456, 283, 43]"
1500000US170318288013,"Block Group 3, Census Tract 8288.01",1468,433,840,195,"[1468, 433, 840, 195]"
1500000US170318288014,"Block Group 4, Census Tract 8288.01",843,383,321,139,"[843, 383, 321, 139]"
1500000US170318288015,"Block Group 5, Census Tract 8288.01",859,541,139,179,"[859, 541, 139, 179]"
1500000US170318288021,"Block Group 1, Census Tract 8288.02",1140,480,494,166,"[1140, 480, 494, 166]"
1500000US170318288022,"Block Group 2, Census Tract 8288.02",1091,630,201,260,"[1091, 630, 201, 260]"
1500000US170318288023,"Block Group 3, Census Tract 8288.02",790,462,102,226,"[790, 462, 102, 226]"
1500000US170318289001,"Block Group 1, Census Tract 8289",1842,320,669,853,"[1842, 320, 669, 853]"
1500000US170318289002,"Block Group 2, Census Tract 8289",769,89,254,426,"[769, 89, 254, 426]"
1500000US170318289003,"Block Group 3, Census Tract 8289",1274,163,341,770,"[1274, 163, 341, 770]"
1500000US170318290001,"Block Group 1, Census Tract 8290",603,3,588,12,"[603, 3, 588, 12]"
1500000US170318290002,"Block Group 2, Census Tract 8290",721,13,636,72,"[721, 13, 636, 72]"
1500000US170318291001,"Block Group 1, Census Tract 8291",2252,216,278,1758,"[2252, 216, 278, 1758]"
1500000US170318291002,"Block Group 2, Census Tract 8291",1871,235,607,1029,"[1871, 235, 607, 1029]"
1500000US170318292001,"Block Group 1, Census Tract 8292",1015,589,129,297,"[1015, 589, 129, 297]"
1500000US170318292002,"Block Group 2, Census Tract 8292",1488,738,361,389,"[1488, 738, 361, 389]"
1500000US170318292003,"Block Group 3, Census Tract 8292",1836,198,571,1067,"[1836, 198, 571, 1067]"
1500000US170318292004,"Block Group 4, Census Tract 8292",1581,151,676,754,"[1581, 151, 676, 754]"
1500000US170318293011,"Block Group 1, Census Tract 8293.01",1519,750,535,234,"[1519, 750, 535, 234]"
1500000US170318293012,"Block Group 2, Census Tract 8293.01",2396,885,995,516,"[2396, 885, 995, 516]"
1500000US170318293021,"Block Group 1, Census Tract 8293.02",901,111,711,79,"[901, 111, 711, 79]"
1500000US170318293022,"Block Group 2, Census Tract 8293.02",1512,197,695,620,"[1512, 197, 695, 620]"
1500000US170318293023,"Block Group 3, Census Tract 8293.02",1543,106,1294,143,"[1543, 106, 1294, 143]"
1500000US170318294011,"Block Group 1, Census Tract 8294.01",1385,27,1251,107,"[1385, 27, 1251, 107]"
1500000US170318294021,"Block Group 1, Census Tract 8294.02",874,491,333,50,"[874, 491, 333, 50]"
1500000US170318294022,"Block Group 2, Census Tract 8294.02",916,383,489,44,"[916, 383, 489, 44]"
1500000US170318294023,"Block Group 3, Census Tract 8294.02",1497,253,1141,103,"[1497, 253, 1141, 103]"
1500000US170318295001,"Block Group 1, Census Tract 8295",2421,1091,367,963,"[2421, 1091, 367, 963]"
1500000US170318295002,"Block Group 2, Census Tract 8295",767,399,123,245,"[767, 399, 123, 245]"
1500000US170318295003,"Block Group 3, Census Tract 8295",889,483,154,252,"[889, 483, 154, 252]"
1500000US170318296001,"Block Group 1, Census Tract 8296",1300,949,167,184,"[1300, 949, 167, 184]"
1500000US170318296002,"Block Group 2, Census Tract 8296",695,487,57,151,"[695, 487, 57, 151]"
1500000US170318296003,"Block Group 3, Census Tract 8296",1006,765,48,193,"[1006, 765, 48, 193]"
1500000US170318297001,"Block Group 1, Census Tract 8297",935,8,925,2,"[935, 8, 925, 2]"
1500000US170318297002,"Block Group 2, Census Tract 8297",1540,30,1479,31,"[1540, 30, 1479, 31]"
1500000US170318297003,"Block Group 3, Census Tract 8297",1839,822,791,226,"[1839, 822, 791, 226]"
1500000US170318298001,"Block Group 1, Census Tract 8298",2250,1108,1045,97,"[2250, 1108, 1045, 97]"
1500000US170318298002,"Block Group 2, Census Tract 8298",786,628,130,28,"[786, 628, 130, 28]"
1500000US170318298003,"Block Group 3, Census Tract 8298",743,538,180,25,"[743, 538, 180, 25]"
1500000US170318298004,"Block Group 4, Census Tract 8298",1294,511,746,37,"[1294, 511, 746, 37]"
1500000US170318298005,"Block Group 5, Census Tract 8298",1528,794,700,34,"[1528, 794, 700, 34]"
1500000US170318299011,"Block Group 1, Census Tract 8299.01",2104,81,1973,50,"[2104, 81, 1973, 50]"
1500000US170318299012,"Block Group 2, Census Tract 8299.01",815,36,763,16,"[815, 36, 763, 16]"
1500000US170318299013,"Block Group 3, Census Tract 8299.01",1516,374,1063,79,"[1516, 374, 1063, 79]"
1500000US170318299014,"Block Group 4, Census Tract 8299.01",4063,2166,1743,154,"[4063, 2166, 1743, 154]"
1500000US170318299021,"Block Group 1, Census Tract 8299.02",1098,175,909,14,"[1098, 175, 909, 14]"
1500000US170318299022,"Block Group 2, Census Tract 8299.02",1987,248,1706,33,"[1987, 248, 1706, 33]"
1500000US170318299023,"Block Group 3, Census Tract 8299.02",2049,503,1488,58,"[2049, 503, 1488, 58]"
1500000US170318299024,"Block Group 4, Census Tract 8299.02",1113,62,1043,8,"[1113, 62, 1043, 8]"
1500000US170318300011,"Block Group 1, Census Tract 8300.01",2091,1934,68,89,"[2091, 1934, 68, 89]"
1500000US170318300031,"Block Group 1, Census Tract 8300.03",2270,103,2110,57,"[2270, 103, 2110, 57]"
1500000US170318300032,"Block Group 2, Census Tract 8300.03",1706,73,1600,33,"[1706, 73, 1600, 33]"
1500000US170318300033,"Block Group 3, Census Tract 8300.03",3889,220,3514,155,"[3889, 220, 3514, 155]"
1500000US170318300041,"Block Group 1, Census Tract 8300.04",1541,222,1236,83,"[1541, 222, 1236, 83]"
1500000US170318300042,"Block Group 2, Census Tract 8300.04",1375,183,1139,53,"[1375, 183, 1139, 53]"
1500000US170318300043,"Block Group 3, Census Tract 8300.04",4183,531,3502,150,"[4183, 531, 3502, 150]"
1500000US170318300051,"Block Group 1, Census Tract 8300.05",2012,647,1323,42,"[2012, 647, 1323, 42]"
1500000US170318300052,"Block Group 2, Census Tract 8300.05",1834,340,1452,42,"[1834, 340, 1452, 42]"
1500000US170318300061,"Block Group 1, Census Tract 8300.06",1479,425,967,87,"[1479, 425, 967, 87]"
1500000US170318300062,"Block Group 2, Census Tract 8300.06",966,413,433,120,"[966, 413, 433, 120]"
1500000US170318300071,"Block Group 1, Census Tract 8300.07",1340,328,916,96,"[1340, 328, 916, 96]"
1500000US170318300072,"Block Group 2, Census Tract 8300.07",2244,151,2042,51,"[2244, 151, 2042, 51]"
1500000US170318300073,"Block Group 3, Census Tract 8300.07",1350,275,993,82,"[1350, 275, 993, 82]"
1500000US170318300081,"Block Group 1, Census Tract 8300.08",2252,213,1967,72,"[2252, 213, 1967, 72]"
1500000US170318300082,"Block Group 2, Census Tract 8300.08",887,65,793,29,"[887, 65, 793, 29]"
1500000US170318300083,"Block Group 3, Census Tract 8300.08",1335,180,1128,27,"[1335, 180, 1128, 27]"
1500000US170318301001,"Block Group 1, Census Tract 8301",2202,473,1567,162,"[2202, 473, 1567, 162]"
1500000US170318301002,"Block Group 2, Census Tract 8301",1107,324,736,47,"[1107, 324, 736, 47]"
1500000US170318302011,"Block Group 1, Census Tract 8302.01",1694,171,1456,67,"[1694, 171, 1456, 67]"
1500000US170318302012,"Block Group 2, Census Tract 8302.01",2220,534,1601,85,"[2220, 534, 1601, 85]"
1500000US170318302013,"Block Group 3, Census Tract 8302.01",1363,290,1010,63,"[1363, 290, 1010, 63]"
1500000US170318302021,"Block Group 1, Census Tract 8302.02",2140,645,1382,113,"[2140, 645, 1382, 113]"
1500000US170318302022,"Block Group 2, Census Tract 8302.02",1372,418,837,117,"[1372, 418, 837, 117]"
1500000US170318303001,"Block Group 1, Census Tract 8303",1334,464,796,74,"[1334, 464, 796, 74]"
1500000US170318303002,"Block Group 2, Census Tract 8303",918,252,621,45,"[918, 252, 621, 45]"
1500000US170318303003,"Block Group 3, Census Tract 8303",1470,317,1070,83,"[1470, 317, 1070, 83]"
1500000US170318303004,"Block Group 4, Census Tract 8303",952,397,483,72,"[952, 397, 483, 72]"
1500000US170318304001,"Block Group 1, Census Tract 8304",686,264,355,67,"[686, 264, 355, 67]"
1500000US170318304002,"Block Group 2, Census Tract 8304",826,402,353,71,"[826, 402, 353, 71]"
1500000US170318304003,"Block Group 3, Census Tract 8304",2239,978,1090,171,"[2239, 978, 1090, 171]"
1500000US170318304004,"Block Group 4, Census Tract 8304",647,308,299,40,"[647, 308, 299, 40]"
1500000US170318305001,"Block Group 1, Census Tract 8305",1650,48,3,1599,"[1650, 48, 3, 1599]"
1500000US170318305002,"Block Group 2, Census Tract 8305",1885,38,2,1845,"[1885, 38, 2, 1845]"
1500000US170318305003,"Block Group 3, Census Tract 8305",1117,55,0,1062,"[1117, 55, 0, 1062]"
1500000US170318306001,"Block Group 1, Census Tract 8306",866,465,158,243,"[866, 465, 158, 243]"
1500000US170318306002,"Block Group 2, Census Tract 8306",1756,681,202,873,"[1756, 681, 202, 873]"
1500000US170318306003,"Block Group 3, Census Tract 8306",1240,347,221,672,"[1240, 347, 221, 672]"
1500000US170318306004,"Block Group 4, Census Tract 8306",839,192,235,412,"[839, 192, 235, 412]"
1500000US170318307001,"Block Group 1, Census Tract 8307",721,518,75,128,"[721, 518, 75, 128]"
1500000US170318307002,"Block Group 2, Census Tract 8307",691,441,137,113,"[691, 441, 137, 113]"
1500000US170318307003,"Block Group 3, Census Tract 8307",1689,565,894,230,"[1689, 565, 894, 230]"
1500000US170318307004,"Block Group 4, Census Tract 8307",840,361,290,189,"[840, 361, 290, 189]"
1500000US170318308001,"Block Group 1, Census Tract 8308",915,717,33,165,"[915, 717, 33, 165]"
1500000US170318308002,"Block Group 2, Census Tract 8308",497,320,33,144,"[497, 320, 33, 144]"
1500000US170318308003,"Block Group 3, Census Tract 8308",813,677,33,103,"[813, 677, 33, 103]"
1500000US170318309001,"Block Group 1, Census Tract 8309",1055,759,50,246,"[1055, 759, 50, 246]"
1500000US170318309002,"Block Group 2, Census Tract 8309",1024,507,43,474,"[1024, 507, 43, 474]"
1500000US170318309003,"Block Group 3, Census Tract 8309",645,187,24,434,"[645, 187, 24, 434]"
1500000US170318310001,"Block Group 1, Census Tract 8310",727,669,13,45,"[727, 669, 13, 45]"
1500000US170318310002,"Block Group 2, Census Tract 8310",1258,1098,16,144,"[1258, 1098, 16, 144]"
1500000US170318311001,"Block Group 1, Census Tract 8311",1270,271,38,961,"[1270, 271, 38, 961]"
1500000US170318311002,"Block Group 2, Census Tract 8311",1279,550,51,678,"[1279, 550, 51, 678]"
1500000US170318311003,"Block Group 3, Census Tract 8311",1730,825,47,858,"[1730, 825, 47, 858]"
